PartID,PartDescription,PartBinAddress,PartBarCode,Product Class,Current Stock,On Order,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,May-26
AAMHO1060,Odyssey 3.5L FCAB-Lower USA on,15-B-5-3,9346140026106,07 Not Classed,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG-0210,Absorber Grommet 10x16.0x25mm,31-B-1-11,0,07 Not Classed,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
AG-0289,Absorber bush 16x18x30mm,31-B-1-11,0,07 Not Classed,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,3
AG-0290,Grommet  10x15.5x29.5mm,31-B-1-12,0,07 Not Classed,185,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,0,0,0,0,0,10,0,0,0
AG-0755,Toyota grommet 11 x 25,31-B-1-11,0,07 Not Classed,519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG-3139,Absorber bush 12x18x30mm,31-B-1-11,0,07 Not Classed,139,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG-3500,Absorber bush 18.8x37x22mm,31-B-1-12,0,07 Not Classed,219,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
AH-511,"Ecvan,Maz E Ser 84-  A/hose",28-A-1-1,9346140000007,03 Silver,48,0,0,4,2,3,1,2,3,2,8,0,2,0,2,2,5,0,1,2,0,8,2,1,3,1,2,1,0,2,2,0,1,2,2,4,5,2
AH-513(NIL),Mazda B2200 85-96 Air C/Hose,27-B-1-4,9346140000021,07 Not Classed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-514,"Hiace YH#5 84-89, Liteace A/H",28-A-2-1,9346140000038,04 Bronze,18,0,0,1,0,0,1,-1,1,3,0,0,2,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
AH-515,Landcruiser FJ70 89-92 A/hose,28-A-3-1,9346140000045,04 Bronze,27,0,1,2,2,0,0,0,0,3,1,2,1,0,0,1,0,0,1,0,0,1,0,4,3,1,2,0,0,0,0,1,0,2,0,2,2,0
AH-517,Tarago YR22 2.0L 85-98 A/Hose,28-A-4-1,9346140000069,04 Bronze,20,0,0,1,0,0,0,0,0,1,3,0,0,1,2,2,2,1,0,1,1,1,3,0,1,1,1,0,0,1,1,3,0,3,0,1,0,0
AH-518,"Dyna,Coaster WU90 YR30 83-92",28-A-5-1,9346140000076,04 Bronze,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AH-519,Cressida MX73 85-88 Air C/Hose,28-A-5-1,9346140000083,04 Bronze,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-520,"Express SF,SH 2.0,2.5TD A/H",28-A-5-1,9346140000090,05 No Sales FY25,0,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
AH-521,Pajero L300 2.5 4WD Air C/hose,28-A-6-1,9346140000106,05 No Sales FY25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-522,L300 2WD 88-99  Air C.Hose,28-A-6-1,9346140000113,07 Not Classed,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-525,Toyota AE100-102 94-98 Air C.H,28-A-7-1,9346140000144,04 Bronze,12,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-526,Toyota AE111-112 98-00 Air C.H,28-A-8-1,9346140000151,04 Bronze,9,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AH-527,Celica ST162 85-89 3SFEAir Hos,27-B-2-4,9346140000168,04 Bronze,22,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,2,0,0,0,0
AH-528,Lndcser HZJ70-79 90-97 A/Hose,28-A-9-1,9346140000175,03 Silver,84,0,3,6,14,19,0,3,6,9,19,10,1,9,3,2,6,1,5,3,1,10,1,5,5,4,1,1,2,10,2,11,5,4,3,3,2,5
AH-529,Lndcrzer LJ79 85-92 Air C.Hose,28-A-11-1,9346140000182,07 Not Classed,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-530,"Landcruiser HJ47,60 80-90 A/H",28-A-12-1,9346140000199,04 Bronze,30,0,2,1,1,1,0,2,1,1,1,0,0,1,0,1,2,0,2,0,2,1,1,2,1,0,0,0,0,0,1,2,0,0,1,0,0,0
AH-531,Landcruiser HJ75 4.0L 85-90 AH,28-A-14-1,9346140000205,04 Bronze,18,0,0,0,1,0,0,0,2,1,1,0,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AH-532,"Camry SDV10,SXV10 93-98 A/Hose",28-A-15-1,9346140000212,04 Bronze,47,0,0,2,6,0,2,2,1,5,1,1,0,0,0,0,1,2,0,0,2,1,1,1,2,0,1,0,2,1,0,0,0,3,1,1,0,1
AH-533,"Hilux LN50,LH50 84-89 Air C.Ho",28-A-16-1,9346140000229,04 Bronze,50,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-534,Hiace LH112 89-00 Air C.Hose,28-A-1-2,9346140000236,03 Silver,81,0,2,2,1,0,-1,-1,1,3,1,0,2,1,2,11,2,1,4,1,2,0,2,0,1,2,1,4,4,0,0,1,0,1,0,3,2,2
AH-535,"Hilux LN147,167,172 3.0L AHose",28-A-2-2,9346140000243,02 Gold,304,0,4,23,5,15,8,12,22,8,27,10,5,6,5,2,13,5,6,5,3,16,14,9,6,14,12,11,2,14,12,4,3,7,14,11,8,5
AH-536,"Tarago TCR10,20 2.4L Air Hose",28-A-4-2,9346140000250,04 Bronze,26,0,0,0,0,1,0,3,1,2,0,1,0,1,1,2,1,3,0,0,0,1,0,1,0,1,3,0,1,1,1,0,0,1,0,5,1,0
AH-537,"Econovan, Maxi Diesel Air hose",28-A-5-2,9346140000267,05 No Sales FY25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-538,Ford Courier PD 2.5L Air hose,28-A-6-2,9346140000274,04 Bronze,78,0,0,0,2,1,-1,-1,0,1,1,0,1,0,0,1,1,1,2,0,2,0,2,1,0,0,2,3,1,0,-1,0,2,0,0,2,1,1
AH-539,"323, Asti,Las 1.6,1.8L 95-96 H",28-A-7-2,9346140000281,03 Silver,214,0,2,4,2,2,5,2,11,1,0,3,1,1,1,2,1,4,4,0,2,7,0,0,1,0,1,1,0,2,0,1,0,2,1,2,0,0
AH-541,Tarago 83-89 Carbie Air c/hose,28-A-9-2,9346140000304,04 Bronze,159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
AH-542,Camry SV21 2.0L Air c/hose,28-A-10-2,9346140000311,07 Not Classed,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-543,Camry DVD10 3.0L Air c/hose,28-A-10-2,9346140000328,04 Bronze,95,0,0,2,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
AH-544,Mazda T3000 84-89 Air c/hose,16-B-1-1,9346140000335,05 No Sales FY25,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-547,"Hilux LN106/7/11 2L,3L A/Hose",28-A-12-2,9346140000366,03 Silver,126,0,2,20,13,8,6,2,5,10,17,2,4,5,1,5,7,5,7,0,0,23,2,7,3,7,2,4,5,2,2,3,6,6,1,3,3,1
AH-548,Hiace LH113 89-95 Air c/hose,28-A-14-2,9346140000373,05 No Sales FY25,202,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-550,Hiace RZH112 95-05 EFI A/Hose,28-A-15-2,9346140000397,03 Silver,86,0,1,4,3,2,5,3,1,4,3,0,3,0,4,4,6,1,1,-1,4,3,-1,1,0,1,1,1,0,2,3,1,5,3,1,0,0,2
AH-552,Hiace 2RZ 2.4L 89-00 Carby A/H,28-A-1-3,9346140000410,03 Silver,15,0,0,1,0,1,0,0,0,1,3,0,3,0,0,2,1,2,1,0,3,3,2,3,3,3,2,2,3,1,1,1,1,0,1,2,0,0
AH-552H,Hiace 2RZ 2.4 89-00 HeavyDuty,28-A-2-3,9346140018446,04 Bronze,8,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
AH-553S,"Swift RS415,SX4 16L Air C/Hose",28-A-2-3,9346140041116,03 Silver,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,2,2,2,1,2,2,1,2,4,1,0,5,3,2,4,3
AH-556,"Hiace RCH12,22 2.4L 98-05 A/H",28-A-3-3,9346140000458,04 Bronze,14,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,-1,0,0,0,1,0,0
AH-559,"4 Runner VZN130, Hilux A/hose",28-A-4-3,9346140000489,04 Bronze,81,0,0,0,0,0,0,-1,0,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0
AH-560,"Corolla ZZE122, 1ZZFE A/hose",28-A-5-3,9346140000496,04 Bronze,29,0,-1,0,0,1,-1,-1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0
AH-562,"Hilux KDN151,166 3.0L A/hose",28-A-5-3,9346140000519,07 Not Classed,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-563,Universal Air hose 65x65x270,28-A-6-3,9346140000526,04 Bronze,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-564,Celica ST184 89-94 Air hose,28-A-7-3,9346140000533,04 Bronze,59,0,2,0,2,1,1,0,1,1,0,2,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,2,0,5,0
AH-565,"Hilux KUN15,25,35 2.5TD A/hose",28-A-7-3,9346140000540,05 No Sales FY25,22,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-566,323 Protege 1.6 98-03 Air Hose,28-A-9-3,9346140000557,02 Gold,169,0,8,8,8,13,11,13,20,9,18,11,5,5,6,8,1,15,5,2,1,50,4,2,7,11,5,4,11,4,7,3,2,5,7,3,6,1
AH-567,Hilux Surf LN105 2.8L 88-97,28-A-11-3,9346140000564,04 Bronze,30,0,0,2,0,0,-1,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AH-568,Camry SXV20 2.2 97-02 A/Hose,28-A-12-3,9346140000571,04 Bronze,11,0,1,0,3,1,1,3,1,2,2,2,2,2,1,0,4,0,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,1,2
AH-569,Landcruiser FZJ80 95-98 A/Hose,28-A-13-3,9346140000588,03 Silver,73,0,3,15,5,13,4,0,10,4,7,6,5,13,8,5,2,1,9,1,4,11,3,11,2,2,1,2,3,4,7,0,7,1,7,5,7,4
AH-570,"Camry ACV30,31 2.0,2.4L A/Hose",28-A-1-4,9346140000595,04 Bronze,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-571,"Falcon EL-EF, AU Air hose",28-A-15-3,9346140000601,02 Gold,202,0,6,12,9,16,13,14,15,12,18,5,4,13,12,9,17,1,12,4,0,40,0,1,11,8,19,2,9,3,16,1,1,12,2,5,5,7
AH-572,Econovan JH 97-04 Air hose,28-A-2-4,9346140000618,04 Bronze,20,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,0,3,-1,0,1,0,0,1,0,-1,0,0,0,0,0
AH-573,Econovan JH 97-04 Air hose,28-A-3-4,9346140000625,05 No Sales FY25,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-574,"323, Laser 90-94 SOHC",28-A-4-4,9346140000632,05 No Sales FY25,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-575,"323,Laser 1.6,1.8L 95-98 Ahose",28-A-5-4,9346140000649,05 No Sales FY25,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-576,"323,Laser 1.8,2.0L 99-03 Ahose",28-A-6-4,9346140000656,01 Platinum,125,0,4,33,27,23,22,22,15,30,16,19,9,13,6,12,13,5,22,1,5,28,13,15,6,9,17,9,11,17,5,5,13,7,5,12,9,12
AH-577,"626,Tel AX-AY 2.0 93-97 A/hose",28-A-8-4,9346140000663,04 Bronze,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-578,Nissan N14 1.6L 91-95 A/hose,28-A-9-4,9346140000670,04 Bronze,29,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AH-579,Nissan N16 00-on Air C/hose,28-A-10-4,9346140000687,04 Bronze,9,0,0,0,2,3,0,1,1,0,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,2,0,0,0,1,1,1,0
AH-580,Maxima A32 95-99 Air hose,28-A-11-4,9346140000694,04 Bronze,30,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AH-583,"Paseo,Tercel 1.3,1.5L A/hose",28-A-12-4,9346140000724,04 Bronze,18,0,1,-1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,2,2,2,-1,1,3,-1,0,0
AH-584,Corona 2.0L 88-92 Air hose,27-B-1-4,9346140000731,04 Bronze,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-585,Corona 2.0L 97-00 Air hose,27-B-1-4,9346140000748,05 No Sales FY25,0,,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-586,Camry 3.0L V6 97-02 Air hose,28-A-13-4,9346140000755,02 Gold,86,0,8,1,5,9,10,12,1,5,17,7,14,9,1,13,12,11,10,4,1,7,7,10,3,3,10,10,11,1,8,8,6,4,2,3,8,5
AH-587,Camry ACV31 2.0L 02-06 A/Hose,28-A-15-4,9346140000762,07 Not Classed,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-588,Camry 3.0L V6 02-05 Air hose,28-A-16-4,9346140000779,04 Bronze,35,0,-2,0,0,1,-1,2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0
AH-589,Mazda 6 2.3L 02-07 Air hose,28-B-1-1,9346140000786,04 Bronze,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
AH-590,Dyna 150 2.8L YL61 88-95 Ahose,28-B-2-1,9346140000793,05 No Sales FY25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
AH-591,Celica ST162 3SGE 85-89 A/hose,28-B-3-1,9346140000809,04 Bronze,90,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,3,0,1,1,0,1,0,0
AH-592,Eunos 30X V6 92-96 Air hose,28-B-4-1,9346140000816,04 Bronze,12,0,1,2,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
AH-593,"Tel AX,AY,Mazda GE V6 A/hose",28-B-5-1,9346140000823,04 Bronze,11,0,0,0,0,2,0,1,0,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0
AH-594,H.Surf LN130 2.4L 89-93 A/hose,28-B-6-1,9346140000830,04 Bronze,19,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2
AH-598,Ford Escape 2.3L 00-on A/hose,28-B-7-1,9346140000878,02 Gold,73,0,5,5,10,7,7,2,9,12,11,15,10,7,1,6,6,3,13,3,5,18,8,17,6,6,6,3,4,9,10,2,3,6,10,7,3,3
AH-599,Estima MCR30 V6 00-05 Air hose,28-B-9-1,9346140000885,02 Gold,174,0,9,20,8,12,12,9,6,9,22,20,14,15,5,14,8,10,3,6,9,7,13,6,8,10,10,10,6,13,6,11,6,4,33,11,15,8
AH-600,"Rod TF,D-Max 3.0TD 02-04 Ahose",28-B-11-1,9346140000892,04 Bronze,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AH-601,Telstar/626 2.2L 87-94  A/hose,28-B-12-1,9346140000908,04 Bronze,40,0,1,1,2,1,0,1,1,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,-2,0,0,0,0,0
AH-602,Hilux KZN130 3.0TD 93-05 Ahose,28-B-13-1,9346140000915,04 Bronze,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0
AH-603,"Hilux LN140-190 2L,3L A/hose",28-B-14-1,9346140000922,07 Not Classed,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH-604,Toyota Rav4 94-00 Air hose,28-B-15-1,9346140000939,05 No Sales FY25,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AH-605,"Dyna YH81,80 LY100 2L A/Hose",28-B-16-1,9346140000946,04 Bronze,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AH-608,"Hilux LN40,46 79-83 Air Hose",28-B-1-2,9346140000977,04 Bronze,59,0,1,0,0,1,3,-1,0,0,2,1,1,-1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0,1
AH-609,"Hilux LN56,65 84-88 Air hose",28-B-2-2,9346140000984,04 Bronze,24,0,2,0,1,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,2,1,1,1,0,0,1,1,0,1,2,0,1,2,2,1,2,2
AH-610,"Dyna BU61,BU66 88-95 Air Hose",28-B-3-2,9346140000991,04 Bronze,25,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
AH-611,"Surf KZN185,Prado KZJ95 A/Hose",28-B-4-2,9346140001004,04 Bronze,36,0,2,6,2,2,-1,-1,0,4,9,1,0,1,0,2,1,0,1,1,0,0,0,2,1,4,0,0,4,0,1,2,6,2,1,3,1,2
AH-612,Hilux RZN149/154 2.7  97-05 Ah,28-B-5-2,9346140001011,04 Bronze,22,0,0,0,0,2,0,2,1,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,1,1,1,2,0,1,1,0,0,0,0,0,1,-1
AH-613,"323 BA,Pro 1.5,1.6L 94-99 Hose",28-B-6-2,9346140001028,05 No Sales FY25,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AH-614,"Hilux LN147,167,172 5LE A/Hose",28-B-7-2,9346140001035,01 Platinum,266,0,13,17,9,21,12,18,5,10,32,9,3,22,15,9,7,8,8,7,5,25,9,13,12,11,11,5,3,5,7,2,10,10,9,6,8,12
AH-615,Prado RZJ95 2.7L 96-02 A/Hose,28-B-9-2,9346140001042,04 Bronze,55,0,0,1,1,2,0,0,0,0,1,2,1,2,-1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,0,0,4,0,0
AH-616,Lndcriser HZJ80 4.2L Diesel,28-B-10-2,9346140001059,03 Silver,161,0,0,3,9,6,2,2,5,1,5,2,0,4,0,0,5,2,7,2,0,7,1,4,1,0,0,0,0,1,0,3,1,1,2,1,2,1
AH-617,Landcruiser BJ60 3.4D 81-85 AH,28-B-11-2,9346140001066,04 Bronze,26,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AH-618,"323 BA,Las KJ 1.8L 97-98 Ahose",28-B-12-2,9346140001073,03 Silver,102,0,3,5,6,5,3,1,0,4,5,0,5,7,-1,4,5,6,1,2,1,16,0,0,2,1,0,0,1,1,1,2,0,2,1,1,3,1
AH-619,"Dyna BU 12B,14B 88-95 Air Hose",28-B-14-2,9346140001080,04 Bronze,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AH-620,Ford BA/BF 02-on Air Hose,28-B-15-2,9346140001097,04 Bronze,76,0,0,0,1,1,-1,1,0,3,1,2,0,0,0,1,1,0,0,1,1,1,0,0,0,2,1,1,2,2,2,0,1,0,0,-1,2,2
AH-621,Prado VZJ95 3.4L 96-99 A/hose,28-B-1-3,9346140001103,03 Silver,51,100,1,1,5,4,3,4,4,5,3,6,5,6,7,5,6,3,4,2,6,7,1,1,6,2,8,7,3,10,5,7,3,4,2,5,4,5
AH-622,Prado GRJ120 4.0L 03-09 A/hose,28-B-16-2,9346140001110,05 No Sales FY25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-623,"Corolla AE91, AE92 88-93 Ahose",28-B-3-3,9346140001127,05 No Sales FY25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
AH-624,Mazda 3 2.0L 04-on Air hose,28-B-4-3,9346140001134,04 Bronze,20,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2
AH-625,Tribute 3.0 V6 01-06 Air Hose,28-B-4-3,9346140001141,05 No Sales FY25,13,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-626,Hilux RN85-130 22R 88-98 Ahose,28-B-5-3,9346140001158,03 Silver,13,50,1,7,8,6,1,2,0,2,6,1,2,2,0,2,0,1,0,1,1,2,2,2,2,2,6,3,4,2,3,1,6,8,5,3,2,6
AH-627,Landcruis FZJ80 1FZF 92-92 A/H,28-B-6-3,9346140001165,04 Bronze,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-628,Landcru. FZJ105 4.5L 98-02 A/H,28-B-6-3,9346140001172,04 Bronze,94,0,0,0,0,2,0,1,7,0,1,0,1,0,2,0,0,0,4,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
AH-628B,Landcru. FZJ105 4.5L 98-02 A/H,28-B-7-3,9346140025192,02 Gold,63,100,3,9,15,12,3,8,8,5,7,9,6,6,5,8,7,9,9,3,4,12,4,13,6,6,2,5,4,2,5,4,4,3,4,5,5,3
AH-629,"Landcr FZJ78,79 4.5L 99-07 A/H",28-B-9-3,9346140001189,04 Bronze,43,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AH-630,"Hiace LH103,113,125,162,172 AH",28-B-10-3,9346140018453,04 Bronze,37,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
AH-631,Camry ACV36R 2.4L 02-06 A/Hose,28-B-11-3,9346140018460,03 Silver,23,0,1,0,2,3,1,3,2,0,3,2,2,3,0,0,1,2,4,2,3,0,0,4,2,6,2,2,3,1,0,3,3,1,0,3,1,2
AH-632,Hillux YN56-YN106 88-99 A/hose,28-B-12-3,9346140018477,04 Bronze,27,0,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,-1,1,0,0,0,0,2
AH-634,"Dyna RU20,30 2.0L 77-84 A/hose",28-B-13-3,9346140018491,05 No Sales FY25,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH-635,Lexus GS300 3GRFE A/hose,28-B-14-3,9346140018507,04 Bronze,17,0,0,0,0,2,0,1,0,1,0,2,0,-1,0,1,1,1,1,0,-1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,3,3,2
AH-636,Mazda B2500 99-08  AHose,28-B-15-3,9346140018514,05 No Sales FY25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
